OTU	SB081213TAWMD03VV4TM	SB081213TAWMD05VV4TM	SB081213TAWMD07VV4TM	SB081213TAWMD09VV4TM	SB081213TAWMD11VV4TM	SB081213TAWMD13VV4TM	SB081213TAWMD15VV4TM	SB081213TAWMD17VV4TM	SB081213TAWMD20VV4TM	SB081213TAWMD21VV4TM	SB081213TAWMD22VV4TM	Kingdom	Phylum	Class	Order	Family	Genus
seq15364	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Variovorax
seq300	8.43083455919	-0.065372611268	-2.55227590383	5.79770055542	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__
seq11552	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Polaromonas
seq26538	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__	f__	g__
seq5157	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	5.4195146127	-2.64679248888	4.46736024239	4.71137713992	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__
seq7637	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	6.56871160069	8.24996535502	8.11753159557	8.47160101082	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq25842	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	5.4195146127	4.26196229044	3.77471268713	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfobulbus
seq2075	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	4.28481489779	-1.22638640373	-0.360883783868	7.14672559013	8.86614297604	9.11605222343	9.06709928671	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq5884	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	6.01541801054	-1.22638640373	-0.360883783868	6.56871160069	7.87190772941	7.41132566196	7.84591533283	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq522	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	4.95460984571	3.77471268713	5.40402469519	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__
seq21538	-1.24957194008	-0.065372611268	-2.55227590383	4.70506413394	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	4.26196229044	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__	g__
seq47894	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	5.5651843711	5.35990835656	5.38335107923	6.32001553202	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__
seq54632	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	5.04833014194	-1.22638640373	-0.360883783868	-2.03621796349	4.26196229044	3.77471268713	5.40402469519	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq270	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	11.2623858164	9.06499203152	8.99407441726	8.66164058875	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__
seq37786	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	5.68236837558	-0.360883783868	-2.03621796349	4.26196229044	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq35069	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	4.78319695166	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfocapsa
seq317	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	4.78319695166	-1.22638640373	-0.360883783868	4.87253681583	6.05288891211	6.54636440708	6.5023037616	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq38193	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	4.46736024239	5.80932320605	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__
seq3029	-1.24957194008	-0.065372611268	5.04912643076	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfocapsa
seq18751	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	5.68236837558	-0.360883783868	7.48489240625	8.53764279791	8.62575126318	8.62242064482	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq2211	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	7.00670933522	7.15139010201	6.86480109366	7.01306272758	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__	f__	g__
seq22903	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	6.11237269248	8.02218616134	8.28458368226	7.80146554646	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Syntrophus
seq29224	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	4.87253681583	4.95460984571	5.5656393088	5.40402469519	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__
seq9123	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfuromonadales	f__Geobacteraceae	g__
seq175053	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	4.97771217206	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfobulbus
seq2165	5.65918283923	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	4.26196229044	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Syntrophus
seq1841	-1.24957194008	-0.065372611268	-2.55227590383	4.70506413394	5.7413608676	-1.22638640373	7.08143380853	5.5651843711	6.05288891211	5.5656393088	5.80932320605	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfocapsa
seq10710	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	5.43072616321	-1.22638640373	-0.360883783868	9.45511118234	8.53764279791	8.43716171482	8.34799011476	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__	g__
seq17278	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	4.71137713992	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__
seq55751	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	4.87253681583	4.26196229044	4.87265875325	5.80932320605	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq1530	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	7.28631224164	8.04517515104	7.3846581261	7.75494769522	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__
seq23878	-1.24957194008	-0.065372611268	-2.55227590383	6.08662904315	3.59216734252	-1.22638640373	-0.360883783868	6.25808164537	4.26196229044	5.5656393088	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Desulfobacterales	f__Desulfobulbaceae	g__Desulfobulbus
seq23073	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	6.6634634375	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq38221	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	5.4195146127	-2.64679248888	3.77471268713	5.40402469519	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq303	-1.24957194008	-0.065372611268	5.04912643076	-2.20369064537	6.27126535872	5.68236837558	-0.360883783868	8.9386778816	10.0691082831	10.1016517562	10.5711667121	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq2925	-1.24957194008	-0.065372611268	-2.55227590383	4.70506413394	5.43072616321	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	4.71137713992	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq32519	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	4.87253681583	4.95460984571	4.87265875325	6.09692196946	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq17637	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	6.2070157861	4.46736024239	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Deltaproteobacteria	o__Syntrophobacterales	f__Syntrophaceae	g__Smithella
seq69206	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__	o__	f__	g__
seq7518	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	6.37501593085	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	4.71137713992	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq10631	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq3205	-1.24957194008	-0.065372611268	5.04912643076	5.80301020007	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq176291	-1.24957194008	-0.065372611268	5.58989251349	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq12430	5.65918283923	-0.065372611268	4.35647887549	-2.20369064537	3.59216734252	7.06791320512	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq2110	-1.24957194008	-0.065372611268	4.35647887549	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__Ferruginibacter
seq19066	-1.24957194008	-0.065372611268	4.35647887549	-2.20369064537	-3.31658743679	5.68236837558	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__Ferruginibacter
seq251	10.014904986	-0.065372611268	8.67596745259	6.77965074873	5.25769620005	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq160049	-1.24957194008	-0.065372611268	-2.55227590383	5.79770055542	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__	o__	f__	g__
seq81424	5.65918283923	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq4057	-1.24957194008	-0.065372611268	4.35647887549	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__Ferruginibacter
seq109314	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	5.68236837558	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__	o__	f__	g__
seq4642	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	5.4195146127	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__Chitinophaga
seq4175	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq15834	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	5.68236837558	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq2615	-1.24957194008	-0.065372611268	4.35647887549	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__	o__	f__	g__
seq12033	6.3518303945	-0.065372611268	5.04912643076	-2.20369064537	6.47480997797	6.37501593085	6.54787099545	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq224768	-1.24957194008	-0.065372611268	4.35647887549	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq1539	-1.24957194008	-0.065372611268	-2.55227590383	5.80301020007	4.97771217206	5.68236837558	-0.360883783868	4.87253681583	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__	o__	f__	g__
seq1457	5.65918283923	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__	o__	f__	g__
seq138932	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	5.68236837558	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq266	-1.24957194008	-0.065372611268	5.04912643076	4.70506413394	-3.31658743679	7.06791320512	-0.360883783868	-2.03621796349	5.35990835656	3.77471268713	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq1367	10.4865050762	-0.065372611268	10.8535253669	7.64604395623	4.97771217206	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Bacteroidetes	c__Sphingobacteria	o__Sphingobacteriales	f__Chitinophagaceae	g__
seq1154	7.26782123134	-0.065372611268	6.21744273387	5.79770055542	5.04833014194	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	3.77471268713	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Family I	g__GpI
seq240648	5.65918283923	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Family I	g__GpI
seq67	9.02551365105	-0.065372611268	8.88302762581	7.59183990982	6.90849493223	7.87870455752	-0.360883783868	7.73136403237	6.45829847238	6.7694954591	6.32001553202	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Family I	g__GpI
seq62254	-1.24957194008	-0.065372611268	5.58989251349	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Family I	g__GpI
seq1421	5.65918283923	-0.065372611268	6.36186102642	-2.20369064537	5.43072616321	5.68236837558	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Family I	g__GpI
seq3076	5.65918283923	-0.065372611268	8.73487723088	9.67145399541	8.06296769593	7.62742187124	-0.360883783868	4.87253681583	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq3035	-1.24957194008	-0.065372611268	5.45442494161	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq2076	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	5.04833014194	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq18600	6.75712890536	-0.065372611268	9.28598624299	8.84468954387	8.71107566401	7.76093540912	-0.360883783868	5.97048288195	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq296	8.29731209454	-0.065372611268	9.8300362062	10.2655397928	7.66458744584	6.37501593085	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq333	9.64718590381	-0.065372611268	11.8289335127	12.9014869113	11.5038699683	10.4263096992	8.40510544735	8.8302485059	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq232821	-1.24957194008	-0.065372611268	5.04912643076	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	5.4195146127	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq337792	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	5.4195146127	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq224678	-1.24957194008	-0.065372611268	-2.55227590383	5.79770055542	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq14999	-1.24957194008	-0.065372611268	4.35647887549	5.80301020007	3.59216734252	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq177789	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	4.28481489779	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq21787	-1.24957194008	-0.065372611268	7.91956299263	8.33832590026	6.20024564697	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq121386	-1.24957194008	-0.065372611268	4.35647887549	4.70506413394	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq7036	7.26782123134	-0.065372611268	8.89377678604	8.67167317387	8.2101656583	7.87870455752	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq343440	-1.24957194008	-0.065372611268	-2.55227590383	4.70506413394	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq338253	-1.24957194008	-0.065372611268	5.04912643076	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq1666	8.29731209454	-0.065372611268	10.9802753253	11.1565123701	9.83534861028	8.90028469932	-0.360883783868	5.87574760382	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq15464	5.65918283923	-0.065372611268	5.84531387959	7.47472750061	7.3059661028	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__
seq3319	-1.24957194008	-0.065372611268	6.53834834882	7.74636192862	4.97771217206	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq82501	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	5.04833014194	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq231656	-1.24957194008	-0.065372611268	-2.55227590383	4.70506413394	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq109895	-1.24957194008	-0.065372611268	-2.55227590383	5.79770055542	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq293073	-1.24957194008	-0.065372611268	-2.55227590383	4.70506413394	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq56371	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	5.68236837558	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq19257	-1.24957194008	-0.065372611268	-2.55227590383	-2.20369064537	3.59216734252	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Cyanobacteria	c__Cyanobacteria	o__	f__Chloroplast	g__Cryptomonadaceae
seq6130	-1.24957194008	-0.065372611268	5.58989251349	-2.20369064537	5.04833014194	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Rhodocyclales	f__Rhodocyclaceae	g__
seq194217	5.65918283923	-0.065372611268	-2.55227590383	-2.20369064537	-3.31658743679	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__Burkholderiales	f__Comamonadaceae	g__Acidovorax
seq18461	5.65918283923	-0.065372611268	6.94377588366	4.70506413394	3.59216734252	-1.22638640373	-0.360883783868	-2.03621796349	-2.64679248888	-3.13404209219	-2.19737763939	k__Bacteria	p__Proteobacteria	c__Betaproteobacteria	o__	f__	g__
