Bin	ProteinID	Annotation
bin_38	GLDJAMGD_01251	CAZy_GH116
bin_38	GLDJAMGD_01252	CAZy_CE6
bin_38	GLDJAMGD_01254	CAZy_GT41
bin_38	GLDJAMGD_01256	CAZy_GH42
bin_38	GLDJAMGD_01278	CAZy_GT4
bin_38	GLDJAMGD_01298	CAZy_GH31
bin_38	GLDJAMGD_01300	CAZy_AA3_1
bin_38	GLDJAMGD_01339	CAZy_GH29
bin_38	GLDJAMGD_01340	CAZy_GH32
bin_38	GLDJAMGD_01341	CAZy_GH123
bin_38	GLDJAMGD_01346	CAZy_GH20
bin_38	GLDJAMGD_01363	CAZy_GH65
bin_38	GLDJAMGD_01391	CAZy_GH20
bin_38	GLDJAMGD_01401	CAZy_GH78
bin_38	GLDJAMGD_01413	CAZy_GH116
bin_38	GLDJAMGD_01414	CAZy_GH63
bin_38	GLDJAMGD_01422	CAZy_CBM9
bin_38	GLDJAMGD_01423	CAZy_CE15
bin_38	GLDJAMGD_01459	CAZy_GH63
bin_38	GLDJAMGD_01494	CAZy_CBM9
bin_38	GLDJAMGD_01506	CAZy_CBM16
bin_38	GLDJAMGD_01530	CAZy_GH106
bin_38	GLDJAMGD_01533	CAZy_CBM9
bin_38	GLDJAMGD_01562	CAZy_GH110
bin_38	GLDJAMGD_01585	CAZy_CE3
bin_38	GLDJAMGD_01589	CAZy_GH29
bin_38	GLDJAMGD_01602	CAZy_GH5
bin_38	GLDJAMGD_01645	CAZy_CE14
bin_38	GLDJAMGD_01647	CAZy_GH33
bin_38	GLDJAMGD_01664	CAZy_GH13
bin_38	GLDJAMGD_01671	CAZy_CE1
bin_38	GLDJAMGD_01702	CAZy_CE7
bin_38	GLDJAMGD_01741	CAZy_CE14
bin_38	GLDJAMGD_01767	CAZy_GT41
bin_38	GLDJAMGD_01773	CAZy_GH95
bin_38	GLDJAMGD_01824	CAZy_CBM13
bin_38	GLDJAMGD_01831	CAZy_CBM9
bin_38	GLDJAMGD_01841	CAZy_CBM67
bin_38	GLDJAMGD_01854	CAZy_GH35
bin_38	GLDJAMGD_01858	CAZy_GH33
bin_38	GLDJAMGD_01867	CAZy_CE1
bin_38	GLDJAMGD_01909	CAZy_GH29
bin_38	GLDJAMGD_01910	CAZy_CE3
bin_38	GLDJAMGD_01929	CAZy_CE14
bin_38	GLDJAMGD_01991	CAZy_GH20
bin_38	GLDJAMGD_02012	CAZy_GH42
bin_38	GLDJAMGD_02026	CAZy_GH33
bin_38	GLDJAMGD_02035	CAZy_CBM9
bin_38	GLDJAMGD_02077	CAZy_CBM23
bin_38	GLDJAMGD_02089	CAZy_AA3_1
bin_38	GLDJAMGD_02113	CAZy_CBM9
bin_38	GLDJAMGD_02134	CAZy_GH2
bin_38	GLDJAMGD_02143	CAZy_GH84
bin_38	GLDJAMGD_02183	CAZy_CE14
bin_38	GLDJAMGD_02196	CAZy_GH33
bin_38	GLDJAMGD_02199	CAZy_GH29
bin_38	GLDJAMGD_02242	CAZy_PL10_3
bin_38	GLDJAMGD_02263	CAZy_GH33
bin_38	GLDJAMGD_02267	CAZy_PL9_2
bin_38	GLDJAMGD_02292	CAZy_GH78
bin_38	GLDJAMGD_02295	CAZy_CE4
bin_38	GLDJAMGD_02315	CAZy_CE6
bin_38	GLDJAMGD_02338	CAZy_GT39
bin_38	GLDJAMGD_02339	CAZy_GT66
bin_38	GLDJAMGD_02340	CAZy_GT41
bin_38	GLDJAMGD_02387	CAZy_CBM16
bin_38	GLDJAMGD_02396	CAZy_GH106
bin_38	GLDJAMGD_02397	CAZy_CBM9
bin_38	GLDJAMGD_02423	CAZy_GH106
bin_38	GLDJAMGD_02436	CAZy_CBM9
bin_38	GLDJAMGD_02466	CAZy_GH29
bin_38	GLDJAMGD_02471	CAZy_GH5
bin_38	GLDJAMGD_02478	CAZy_GT9
bin_38	GLDJAMGD_02502	CAZy_GH105
bin_38	GLDJAMGD_02533	CAZy_GH133
bin_38	GLDJAMGD_02536	CAZy_GT41
bin_38	GLDJAMGD_02537	CAZy_GH99
bin_38	GLDJAMGD_02541	CAZy_CE3
bin_38	GLDJAMGD_02552	CAZy_CBM56
bin_38	GLDJAMGD_02566	CAZy_GH123
bin_38	GLDJAMGD_02582	CAZy_GH29
bin_38	GLDJAMGD_02596	CAZy_GH78
bin_38	GLDJAMGD_02608	CAZy_CBM9
bin_38	GLDJAMGD_02659	CAZy_CBM40
bin_38	GLDJAMGD_02660	CAZy_GH32
bin_38	GLDJAMGD_02694	CAZy_GH20
bin_38	GLDJAMGD_02695	CAZy_CE14
bin_38	GLDJAMGD_02703	CAZy_CE2
bin_38	GLDJAMGD_02704	CAZy_CBM9
bin_38	GLDJAMGD_02771	CAZy_CE12
bin_38	GLDJAMGD_02810	CAZy_CBM9
bin_38	GLDJAMGD_02818	CAZy_GH106
bin_38	GLDJAMGD_02851	CAZy_GH29
bin_38	GLDJAMGD_02865	CAZy_GH127
bin_38	GLDJAMGD_02912	CAZy_CBM9
bin_38	GLDJAMGD_02913	CAZy_GH117
bin_38	GLDJAMGD_02939	CAZy_GH78
bin_38	GLDJAMGD_02945	CAZy_GH123
bin_38	GLDJAMGD_03004	CAZy_CE3
bin_38	GLDJAMGD_03029	CAZy_GH141
bin_38	GLDJAMGD_03053	CAZy_GT83
bin_38	GLDJAMGD_03062	CAZy_CBM57
bin_38	GLDJAMGD_03072	CAZy_CE6
bin_38	GLDJAMGD_03078	CAZy_GH36
bin_38	GLDJAMGD_03084	CAZy_GH78
bin_38	GLDJAMGD_03168	CAZy_CBM40
bin_38	GLDJAMGD_03189	CAZy_CE3
bin_38	GLDJAMGD_03201	CAZy_CBM9
bin_38	GLDJAMGD_03248	CAZy_GT41
bin_38	GLDJAMGD_03263	CAZy_GH110
bin_38	GLDJAMGD_03267	CAZy_CBM9
bin_38	GLDJAMGD_03308	CAZy_CE15
bin_38	GLDJAMGD_03334	CAZy_GH33
bin_38	GLDJAMGD_03339	CAZy_GH106
bin_38	GLDJAMGD_03343	CAZy_CBM9
bin_38	GLDJAMGD_03395	CAZy_GH36
bin_38	GLDJAMGD_03399	CAZy_GH29
bin_38	GLDJAMGD_03436	CAZy_GH2
bin_38	GLDJAMGD_03594	CAZy_CE3
bin_38	GLDJAMGD_03654	CAZy_GH39
bin_38	GLDJAMGD_03694	CAZy_GT41
bin_38	GLDJAMGD_03705	CAZy_CE1
bin_38	GLDJAMGD_03746	CAZy_GH29
bin_38	GLDJAMGD_03780	CAZy_GH28
bin_38	GLDJAMGD_03803	CAZy_GH106
bin_38	GLDJAMGD_03804	CAZy_GH106
bin_38	GLDJAMGD_03869	CAZy_GH95
bin_38	GLDJAMGD_03884	CAZy_GH38
bin_38	GLDJAMGD_03893	CAZy_CBM9
bin_38	GLDJAMGD_03913	CAZy_GT41
bin_38	GLDJAMGD_03930	CAZy_GT41
bin_38	GLDJAMGD_04024	CAZy_PL27
bin_38	GLDJAMGD_04036	CAZy_GT89
bin_38	GLDJAMGD_04060	CAZy_GH29
bin_38	GLDJAMGD_04115	CAZy_GH29
bin_39	MFBAGLJA_00073	CAZy_GT41
bin_39	MFBAGLJA_00092	CAZy_GT4
bin_39	MFBAGLJA_00095	CAZy_CBM50
bin_39	MFBAGLJA_00147	CAZy_GH38
bin_39	MFBAGLJA_00186	CAZy_GH29
bin_39	MFBAGLJA_00199	nitrite_reductase_nirS
bin_39	MFBAGLJA_00258	CAZy_GT74
bin_39	MFBAGLJA_00265	CAZy_GT4
bin_39	MFBAGLJA_00268	CAZy_GH74
bin_39	MFBAGLJA_00271	CAZy_GT41
bin_39	MFBAGLJA_00295	CAZy_GT41
bin_39	MFBAGLJA_00296	CAZy_GT41
bin_39	MFBAGLJA_00297	CAZy_GT41
bin_39	MFBAGLJA_00301	CAZy_cohesin
bin_39	MFBAGLJA_00305	CAZy_GT41
bin_39	MFBAGLJA_00307	CAZy_GT41
bin_39	MFBAGLJA_00377	CAZy_GT41
bin_39	MFBAGLJA_00445	CAZy_CBM44
bin_39	MFBAGLJA_00507	CAZy_GH38
bin_39	MFBAGLJA_00539	CAZy_GH74
bin_39	MFBAGLJA_00546	CAZy_GH74
bin_39	MFBAGLJA_00575	CAZy_GT41
bin_39	MFBAGLJA_00577	CAZy_GT41
bin_39	MFBAGLJA_00622	hydrazine_synthase_hzsA
bin_39	MFBAGLJA_00658	CAZy_GT41
bin_39	MFBAGLJA_00666	CAZy_GH74
bin_39	MFBAGLJA_00678	CAZy_GT41
bin_39	MFBAGLJA_00715	CAZy_GH33
bin_39	MFBAGLJA_00751	CAZy_CBM40
bin_39	MFBAGLJA_00762	CAZy_GH29
bin_39	MFBAGLJA_00796	CAZy_GH74
bin_39	MFBAGLJA_00814	CAZy_GH74
bin_39	MFBAGLJA_00853	CAZy_GH33
bin_39	MFBAGLJA_00908	CAZy_GT41
bin_39	MFBAGLJA_00914	CAZy_GH93
bin_39	MFBAGLJA_00922	carbon_monoxide_dehydrogenase_coxS
bin_39	MFBAGLJA_01102	CAZy_GH13
bin_39	MFBAGLJA_01133	CAZy_CBM44
bin_39	MFBAGLJA_01143	CAZy_GT41
bin_39	MFBAGLJA_01204	CAZy_GH74
bin_39	MFBAGLJA_01229	CAZy_GT41
bin_39	MFBAGLJA_01286	nitric_oxide_reductase_norC
bin_39	MFBAGLJA_01304	CAZy_GH74
bin_39	MFBAGLJA_01313	CAZy_GH2
bin_39	MFBAGLJA_01314	CAZy_GH92
bin_39	MFBAGLJA_01318	CAZy_CE1
bin_39	MFBAGLJA_01322	CAZy_GH2
bin_39	MFBAGLJA_01338	CAZy_GH33
bin_39	MFBAGLJA_01414	CAZy_GT83
bin_39	MFBAGLJA_01418	CAZy_GT41
bin_39	MFBAGLJA_01494	CAZy_GH92
bin_39	MFBAGLJA_01521	CAZy_CBM44
bin_39	MFBAGLJA_01650	CAZy_GH106
bin_39	MFBAGLJA_01745	CAZy_GH74
bin_39	MFBAGLJA_01773	CAZy_GH5_38
bin_39	MFBAGLJA_01784	CAZy_CE4
bin_39	MFBAGLJA_01830	CAZy_AA5
bin_39	MFBAGLJA_01833	CAZy_GH117
bin_39	MFBAGLJA_01856	CAZy_CE1
bin_39	MFBAGLJA_01864	CAZy_GT41
bin_39	MFBAGLJA_01921	CAZy_CBM26
bin_39	MFBAGLJA_01922	CAZy_CBM20
bin_39	MFBAGLJA_01949	CAZy_CBM50
bin_39	MFBAGLJA_01989	CAZy_GT41
bin_39	MFBAGLJA_02023	CAZy_GH47
bin_39	MFBAGLJA_02028	CAZy_CBM44
bin_39	MFBAGLJA_02119	CAZy_GH2
bin_39	MFBAGLJA_02157	CAZy_GT41
bin_39	MFBAGLJA_02158	CAZy_GT41
bin_39	MFBAGLJA_02159	CAZy_GT41
bin_39	MFBAGLJA_02178	CAZy_CBM44
bin_39	MFBAGLJA_02186	CAZy_GH92
bin_39	MFBAGLJA_02190	CAZy_GT4
bin_39	MFBAGLJA_02197	CAZy_GH99
bin_39	MFBAGLJA_02318	CAZy_GT4
bin_39	MFBAGLJA_02360	CAZy_GT22
bin_39	MFBAGLJA_02451	CAZy_CBM44
bin_39	MFBAGLJA_02469	CAZy_GT28
bin_39	MFBAGLJA_02528	CAZy_GT2
bin_39	MFBAGLJA_02551	CAZy_GT4
bin_39	MFBAGLJA_02580	CAZy_GH133
bin_39	MFBAGLJA_02582	CAZy_GH57
bin_39	MFBAGLJA_02641	CAZy_GT83
bin_39	MFBAGLJA_02710	CAZy_CE8
bin_39	MFBAGLJA_02719	CAZy_GH74
bin_39	MFBAGLJA_02734	CAZy_cohesin
bin_39	MFBAGLJA_02771	CAZy_GT2
bin_39	MFBAGLJA_02894	CAZy_GT87
bin_39	MFBAGLJA_02895	CAZy_GT22
bin_39	MFBAGLJA_02994	CAZy_GH144
bin_39	MFBAGLJA_02996	CAZy_GH144
bin_39	MFBAGLJA_03014	CAZy_CBM32
bin_39	MFBAGLJA_03024	CAZy_CBM20
bin_39	MFBAGLJA_03026	CAZy_GH74
bin_39	MFBAGLJA_03070	CAZy_GH108
bin_39	MFBAGLJA_03079	CAZy_GT41
bin_39	MFBAGLJA_03085	CAZy_CBM9
bin_39	MFBAGLJA_03103	CAZy_GH74
bin_39	MFBAGLJA_03120	CAZy_GH74
bin_39	MFBAGLJA_03150	CAZy_CBM44
bin_39	MFBAGLJA_03258	CAZy_CE12
bin_39	MFBAGLJA_03278	CAZy_GH74
bin_39	MFBAGLJA_03285	CAZy_GH74
bin_39	MFBAGLJA_03295	CAZy_GH29
bin_39	MFBAGLJA_03349	CAZy_AA5
bin_39	MFBAGLJA_03359	CAZy_GT39
bin_39	MFBAGLJA_03370	CAZy_GT2
bin_39	MFBAGLJA_03407	CAZy_GT83
bin_39	MFBAGLJA_03410	CAZy_GT41
bin_39	MFBAGLJA_03430	CAZy_cohesin
bin_39	MFBAGLJA_03479	CAZy_GT41
bin_39	MFBAGLJA_03639	CAZy_GH108
bin_39	MFBAGLJA_03656	CAZy_GT41
bin_39	MFBAGLJA_03689	CAZy_GT41
bin_39	MFBAGLJA_03710	CAZy_GT41
bin_39	MFBAGLJA_03721	CAZy_GT41
bin_39	MFBAGLJA_03837	CAZy_cohesin
bin_39	MFBAGLJA_03838	CAZy_PL9_2
bin_39	MFBAGLJA_03846	CAZy_GH74
bin_39	MFBAGLJA_03922	CAZy_GH74
bin_39	MFBAGLJA_03924	CAZy_GH74
bin_39	MFBAGLJA_03934	CAZy_GH116
bin_39	MFBAGLJA_04015	CAZy_GH74
bin_39	MFBAGLJA_04029	CAZy_GH74
bin_39	MFBAGLJA_04154	CAZy_GT41
bin_39	MFBAGLJA_04168	CAZy_GH108
bin_39	MFBAGLJA_04171	CAZy_GT4
bin_39	MFBAGLJA_04172	CAZy_GH99
bin_39	MFBAGLJA_04201	CAZy_GH108
bin_4	EJLBMEFP_00037	CAZy_CE4
bin_4	EJLBMEFP_00234	CAZy_GT2
bin_4	EJLBMEFP_00242	CAZy_GT81
bin_4	EJLBMEFP_00243	CAZy_GT25
bin_4	EJLBMEFP_00416	CAZy_GT41
bin_4	EJLBMEFP_00515	CAZy_AA3_1
bin_4	EJLBMEFP_00527	CAZy_GT2
bin_4	EJLBMEFP_00581	CAZy_GH23
bin_4	EJLBMEFP_00798	CAZy_CE1
bin_4	EJLBMEFP_00937	CAZy_GH33
bin_4	EJLBMEFP_00939	CAZy_GT83
bin_4	EJLBMEFP_01110	CAZy_CE4
bin_4	EJLBMEFP_01151	CAZy_GT41
bin_4	EJLBMEFP_01506	CAZy_GT41
bin_4	EJLBMEFP_01580	CAZy_GT41
bin_4	EJLBMEFP_01621	CAZy_CE10
bin_4	EJLBMEFP_01650	CAZy_GT41
bin_4	EJLBMEFP_01665	CAZy_GT104
bin_4	EJLBMEFP_01840	CAZy_CBM50
bin_4	EJLBMEFP_01961	CAZy_CE4
bin_4	EJLBMEFP_02061	CAZy_GT41
bin_4	EJLBMEFP_02071	CAZy_CE10
bin_4	EJLBMEFP_02084	CAZy_GT83
bin_4	EJLBMEFP_02286	CAZy_CE1
bin_4	EJLBMEFP_02364	CAZy_GT41
bin_4	EJLBMEFP_02817	CAZy_PL22
bin_40	ICPDOFHM_00102	CAZy_GT41
bin_40	ICPDOFHM_00173	CAZy_GH76
bin_40	ICPDOFHM_00649	CAZy_CE10
bin_40	ICPDOFHM_00660	CAZy_GT41
bin_40	ICPDOFHM_00661	CAZy_GT41
bin_40	ICPDOFHM_00668	CAZy_GT41
bin_40	ICPDOFHM_00889	CAZy_GT9
bin_40	ICPDOFHM_00890	CAZy_GT9
bin_40	ICPDOFHM_00891	CAZy_GT9
bin_40	ICPDOFHM_01166	CAZy_CE7
bin_40	ICPDOFHM_01210	CAZy_GT41
bin_40	ICPDOFHM_01404	CAZy_GH17
bin_40	ICPDOFHM_01416	CAZy_CBM50
bin_40	ICPDOFHM_01834	CAZy_GT41
bin_40	ICPDOFHM_01947	CAZy_GT9
bin_40	ICPDOFHM_01953	CAZy_GT41
bin_40	ICPDOFHM_02037	CAZy_GT9
bin_40	ICPDOFHM_02122	CAZy_GT2
bin_40	ICPDOFHM_02243	CAZy_GT41
bin_40	ICPDOFHM_02339	nitrite_reductase_nirS
bin_40	ICPDOFHM_02341	CAZy_GT28
bin_40	ICPDOFHM_02374	CAZy_GH23
bin_40	ICPDOFHM_02411	CAZy_GT4
bin_40	ICPDOFHM_02476	CAZy_GT83
bin_40	ICPDOFHM_02514	CAZy_GT41
bin_40	ICPDOFHM_02526	thiosulfate_reductase_phsA
bin_40	ICPDOFHM_02808	CAZy_CBM32
bin_40	ICPDOFHM_03038	CAZy_GH108
bin_40	ICPDOFHM_03114	CAZy_GT41
bin_41	MOGIHAPO_00007	CAZy_GT41
bin_41	MOGIHAPO_00138	CAZy_GT41
bin_41	MOGIHAPO_00353	CAZy_GT41
bin_41	MOGIHAPO_00463	CAZy_GT2
bin_41	MOGIHAPO_00464	CAZy_CE4
bin_41	MOGIHAPO_00475	CAZy_GT41
bin_41	MOGIHAPO_00707	CAZy_GT41
bin_41	MOGIHAPO_00719	nitric_oxide_reductase_norC
bin_41	MOGIHAPO_00722	CAZy_GT4
bin_41	MOGIHAPO_00724	CAZy_GT4
bin_41	MOGIHAPO_01080	CAZy_GT41
bin_41	MOGIHAPO_01112	CAZy_GH15
bin_41	MOGIHAPO_01193	CAZy_AA12
bin_41	MOGIHAPO_01315	CAZy_CBM50
bin_41	MOGIHAPO_01363	CAZy_GH23
bin_41	MOGIHAPO_01403	CAZy_GT41
bin_41	MOGIHAPO_01413	CAZy_AA1
bin_41	MOGIHAPO_01495	CAZy_GH23
bin_41	MOGIHAPO_01731	CAZy_GT4
bin_41	MOGIHAPO_01886	CAZy_GT1
bin_41	MOGIHAPO_01911	CAZy_GH17
bin_42	HGLAFGDH_00022	CAZy_CE3
bin_42	HGLAFGDH_00034	nitric_oxide_reductase_norC
bin_42	HGLAFGDH_00089	CAZy_CBM40
bin_42	HGLAFGDH_00121	CAZy_CBM32
bin_42	HGLAFGDH_00131	CAZy_GT41
bin_42	HGLAFGDH_00163	CAZy_GT41
bin_42	HGLAFGDH_00180	CAZy_CBM66
bin_42	HGLAFGDH_00231	CAZy_GH33
bin_42	HGLAFGDH_00271	CAZy_CE6
bin_42	HGLAFGDH_00277	CAZy_GH33
bin_42	HGLAFGDH_00294	CAZy_CBM66
bin_42	HGLAFGDH_00295	CAZy_CBM16
bin_42	HGLAFGDH_00325	CAZy_GH95
bin_42	HGLAFGDH_00334	CAZy_CBM32
bin_42	HGLAFGDH_00358	nitric_oxide_reductase_norC
bin_42	HGLAFGDH_00382	CAZy_GT41
bin_42	HGLAFGDH_00384	CAZy_CBM66
bin_42	HGLAFGDH_00398	CAZy_CBM9
bin_42	HGLAFGDH_00407	CAZy_CBM9
bin_42	HGLAFGDH_00442	CAZy_AA6
bin_42	HGLAFGDH_00510	CAZy_CBM50
bin_42	HGLAFGDH_00524	CAZy_CE6
bin_42	HGLAFGDH_00552	CAZy_CE3
bin_42	HGLAFGDH_00630	CAZy_CE7
bin_42	HGLAFGDH_00672	CAZy_GT41
bin_42	HGLAFGDH_00686	CAZy_CE4
bin_42	HGLAFGDH_00699	CAZy_GT41
bin_42	HGLAFGDH_00715	CAZy_CBM38
bin_42	HGLAFGDH_00719	CAZy_CBM66
bin_42	HGLAFGDH_00738	CAZy_CE1
bin_42	HGLAFGDH_00755	hydrazine_synthase_hzsA
bin_42	HGLAFGDH_00757	CAZy_CBM48
bin_42	HGLAFGDH_00813	CAZy_GT41
bin_42	HGLAFGDH_00818	CAZy_CE10
bin_42	HGLAFGDH_00823	CAZy_CBM32
bin_42	HGLAFGDH_00851	CAZy_GT41
bin_42	HGLAFGDH_00860	CAZy_GT9
bin_42	HGLAFGDH_00878	CAZy_GH141
bin_42	HGLAFGDH_00890	CAZy_GT2
bin_42	HGLAFGDH_00903	CAZy_CE1
bin_42	HGLAFGDH_00992	nitric_oxide_reductase_norC
bin_42	HGLAFGDH_01061	nitric_oxide_reductase_norC
bin_42	HGLAFGDH_01092	CAZy_GH39
bin_42	HGLAFGDH_01176	CAZy_GT41
bin_42	HGLAFGDH_01282	CAZy_GH101
bin_42	HGLAFGDH_01415	CAZy_CBM48
bin_42	HGLAFGDH_01430	CAZy_CE9
bin_42	HGLAFGDH_01438	CAZy_CE9
bin_42	HGLAFGDH_01467	CAZy_GH36
bin_42	HGLAFGDH_01559	CAZy_CBM67
bin_42	HGLAFGDH_01587	CAZy_CE15
bin_42	HGLAFGDH_01665	CAZy_GT4
bin_42	HGLAFGDH_01697	CAZy_GT9
bin_42	HGLAFGDH_01715	CAZy_CBM9
bin_42	HGLAFGDH_01735	CAZy_CE6
bin_42	HGLAFGDH_01757	CAZy_GT41
bin_42	HGLAFGDH_01805	CAZy_CBM66
bin_42	HGLAFGDH_01869	CAZy_GT76
bin_42	HGLAFGDH_01880	CAZy_CBM66
bin_42	HGLAFGDH_02023	CAZy_GT41
bin_42	HGLAFGDH_02026	CAZy_GT41
bin_42	HGLAFGDH_02069	CAZy_GH76
bin_42	HGLAFGDH_02122	CAZy_CBM50
bin_42	HGLAFGDH_02130	CAZy_GH136
bin_42	HGLAFGDH_02149	CAZy_CE15
bin_42	HGLAFGDH_02208	CAZy_CBM67
bin_42	HGLAFGDH_02224	CAZy_CE1
bin_42	HGLAFGDH_02226	CAZy_CBM9
bin_42	HGLAFGDH_02244	CAZy_GT41
bin_42	HGLAFGDH_02389	CAZy_GH33
bin_42	HGLAFGDH_02459	CAZy_CE14
bin_42	HGLAFGDH_02486	CAZy_CE10
bin_42	HGLAFGDH_02509	nitric_oxide_reductase_norC
bin_42	HGLAFGDH_02606	nitric_oxide_reductase_norC
bin_42	HGLAFGDH_02640	CAZy_CBM51
bin_42	HGLAFGDH_02653	CAZy_CE15
bin_42	HGLAFGDH_02667	CAZy_CBM40
bin_42	HGLAFGDH_02743	CAZy_CBM32
bin_42	HGLAFGDH_02858	CAZy_CBM32
bin_42	HGLAFGDH_02890	nitric_oxide_reductase_norC
bin_42	HGLAFGDH_03064	CAZy_CE1
bin_42	HGLAFGDH_03091	CAZy_GT9
bin_42	HGLAFGDH_03131	CAZy_GT41
bin_42	HGLAFGDH_03164	CAZy_CBM32
bin_42	HGLAFGDH_03186	CAZy_GH144
bin_42	HGLAFGDH_03198	CAZy_CE3
bin_42	HGLAFGDH_03249	CAZy_CE10
bin_42	HGLAFGDH_03295	CAZy_PL22
bin_43	OKJIKHIN_00606	CAZy_GT41
bin_43	OKJIKHIN_00797	sulfide_quinone_oxidoreductase_sqr
bin_44	MNIBHEFG_00109	CAZy_AA7
bin_44	MNIBHEFG_00262	CAZy_CBM66
bin_44	MNIBHEFG_00277	CAZy_GH133
bin_44	MNIBHEFG_00298	nitrite_reductase_nirS
bin_44	MNIBHEFG_00483	CAZy_CBM9
bin_44	MNIBHEFG_00666	CAZy_CBM50
bin_44	MNIBHEFG_00751	CAZy_GH24
bin_44	MNIBHEFG_00756	CAZy_GT41
bin_44	MNIBHEFG_00815	CAZy_GT9
bin_44	MNIBHEFG_00842	CAZy_GT41
bin_44	MNIBHEFG_01019	CAZy_CE1
bin_44	MNIBHEFG_01052	CAZy_GH57
bin_44	MNIBHEFG_01191	CAZy_GT8
bin_44	MNIBHEFG_01209	CAZy_GT41
bin_44	MNIBHEFG_01243	CAZy_CE1
bin_44	MNIBHEFG_01310	CAZy_GT41
bin_44	MNIBHEFG_01350	CAZy_GT41
bin_44	MNIBHEFG_01443	CAZy_GH10
bin_44	MNIBHEFG_01476	CAZy_CE8
bin_44	MNIBHEFG_01496	CAZy_GT22
bin_44	MNIBHEFG_01504	CAZy_GT41
bin_44	MNIBHEFG_01865	CAZy_GT41
bin_44	MNIBHEFG_01870	CAZy_GH63
bin_45	OKJKLIGL_00022	CAZy_GT2
bin_45	OKJKLIGL_00267	CAZy_GT4
bin_45	OKJKLIGL_00272	CAZy_GT4
bin_45	OKJKLIGL_00712	CAZy_CE3
bin_46	OMOCCEHF_00052	CAZy_GT41
bin_46	OMOCCEHF_00117	CAZy_GH76
bin_46	OMOCCEHF_00213	CAZy_GT41
bin_46	OMOCCEHF_00261	CAZy_GH74
bin_46	OMOCCEHF_00330	CAZy_GH33
bin_46	OMOCCEHF_00376	CAZy_CE10
bin_46	OMOCCEHF_00400	CAZy_GT4
bin_46	OMOCCEHF_00405	CAZy_CBM44
bin_46	OMOCCEHF_00450	CAZy_GH74
bin_46	OMOCCEHF_00503	CAZy_GT41
bin_46	OMOCCEHF_00511	CAZy_CBM44
bin_46	OMOCCEHF_00526	CAZy_GH74
bin_46	OMOCCEHF_00550	CAZy_GT41
bin_46	OMOCCEHF_00572	CAZy_GT41
bin_46	OMOCCEHF_00574	CAZy_GT41
bin_46	OMOCCEHF_00610	CAZy_GT41
bin_46	OMOCCEHF_00618	CAZy_GT41
bin_46	OMOCCEHF_00644	CAZy_AA3_1
bin_46	OMOCCEHF_00648	CAZy_CBM9
bin_46	OMOCCEHF_00663	CAZy_GT2
bin_46	OMOCCEHF_00688	CAZy_CE9
bin_46	OMOCCEHF_00756	CAZy_GH2
bin_46	OMOCCEHF_00813	CAZy_GH74
bin_46	OMOCCEHF_00826	CAZy_GT4
bin_46	OMOCCEHF_00843	CAZy_GT41
bin_46	OMOCCEHF_00854	CAZy_GT41
bin_46	OMOCCEHF_00856	CAZy_GT41
bin_46	OMOCCEHF_00943	CAZy_GT4
bin_46	OMOCCEHF_00946	CAZy_GT4
bin_46	OMOCCEHF_01075	CAZy_GH74
bin_46	OMOCCEHF_01127	CAZy_GT28
bin_46	OMOCCEHF_01153	CAZy_GT83
bin_46	OMOCCEHF_01181	CAZy_CBM44
bin_46	OMOCCEHF_01182	CAZy_CBM44
bin_46	OMOCCEHF_01249	CAZy_GH74
bin_46	OMOCCEHF_01250	CAZy_GT83
bin_46	OMOCCEHF_01397	CAZy_GH74
bin_46	OMOCCEHF_01432	CAZy_CBM44
bin_46	OMOCCEHF_01433	CAZy_CBM44
bin_46	OMOCCEHF_01508	CAZy_GT41
bin_46	OMOCCEHF_01516	CAZy_GT1
bin_46	OMOCCEHF_01570	CAZy_GT41
bin_46	OMOCCEHF_01589	CAZy_CBM32
bin_46	OMOCCEHF_01716	CAZy_CE3
bin_46	OMOCCEHF_01774	CAZy_GT41
bin_46	OMOCCEHF_01960	CAZy_CBM63
bin_47	GFBNLHJL_00046	CAZy_CE14
bin_47	GFBNLHJL_00197	CAZy_GT41
bin_47	GFBNLHJL_00271	CAZy_GT4
bin_47	GFBNLHJL_00319	CAZy_GT41
bin_47	GFBNLHJL_00403	CAZy_GT39
bin_47	GFBNLHJL_00466	CAZy_GH63
bin_47	GFBNLHJL_00597	CAZy_CBM50
bin_47	GFBNLHJL_00668	CAZy_CE4
bin_47	GFBNLHJL_00974	CAZy_GT41
bin_47	GFBNLHJL_01066	CAZy_GH16
bin_47	GFBNLHJL_01111	CAZy_GT41
bin_47	GFBNLHJL_01212	CAZy_GT41
bin_47	GFBNLHJL_01360	CAZy_GT83
bin_47	GFBNLHJL_01410	CAZy_CBM50
bin_47	GFBNLHJL_01428	CAZy_GT89
bin_47	GFBNLHJL_01469	CAZy_GT41
bin_47	GFBNLHJL_01542	CAZy_CE3
bin_47	GFBNLHJL_01550	CAZy_CE1
bin_47	GFBNLHJL_01608	CAZy_CBM66
bin_47	GFBNLHJL_01628	CAZy_CE7
bin_47	GFBNLHJL_01709	CAZy_AA1
bin_47	GFBNLHJL_01766	CAZy_CE4
bin_47	GFBNLHJL_01817	CAZy_PL22
bin_47	GFBNLHJL_02153	CAZy_GT73
bin_47	GFBNLHJL_02278	CAZy_GT83
bin_47	GFBNLHJL_02307	CAZy_CBM66
